ID_STAI,multiple,STAI_Q21,STAI_Q22,STAI_Q23,STAI_Q24,STAI_Q25,STAI_Q26,STAI_Q27,STAI_Q28,STAI_Q29,STAI_Q30,STAI_Q31,STAI_Q32,STAI_Q33,STAI_Q34,STAI_Q35,STAI_Q36,STAI_Q37,STAI_Q38,STAI_Q39,STAI_Q40,STAItotal,ID_EPQ,Q52,EPQ_Q1,EPQ_Q2,EPQ_Q3,EPQ_Q4,EPQ_Q5,EPQ_Q6,EPQ_Q7,EPQ_Q8,EPQ_Q9,EPQ_Q10,EPQ_Q11,EPQ_Q12,EPQ_Q13,EPQ_Q14,EPQ_Q15,EPQ_Q16,EPQ_Q17,EPQ_Q18,EPQ_Q19,EPQ_Q20,EPQ_Q21,EPQ_Q22,EPQ_Q23,EPQ_Q24,EPQ_Q25,EPQ_Q26,EPQ_Q27,EPQ_Q28,EPQ_Q29,EPQ_Q30,EPQ_Q31,EPQ_Q32,EPQ_Q33,EPQ_Q34,EPQ_Q35,EPQ_Q36,EPQ_Q37,EPQ_Q38,EPQ_Q39,EPQ_Q40,EPQ_Q41,EPQ_Q42,EPQ_Q43,EPQ_Q44,EPQ_Q45,EPQ_Q46,EPQ_Q47,EPQ_Q48,E,L,ID_PSWQ,Q76,ASI_Q77,ASI_Q78,ASI_Q79,ASI_Q80,ASI_Q81,ASI_Q82,ASI_Q83,ASI_Q84,ASI_Q85,ASI_Q86,ASI_Q87,ASI_Q88,ASI_Q89,ASI_Q90,ASI_Q91,ASI_Q92,Q134,PWSQ_Q135,PWSQ_Q136,PWSQ_Q137,PWSQ_Q138,PWSQ_Q139,PWSQ_Q140,PWSQ_Q141,PWSQ_Q142,PWSQ_Q143,PWSQ_Q144,PWSQ_Q145,PWSQ_Q146,PWSQ_Q147,PWSQ_Q148,PWSQ_Q149,PWSQ_Q150,ID_MASQ,MASQ_Q96,MASQ_Q97,MASQ_Q98,MASQ_Q99,MASQ_Q100,MASQ_Q101,MASQ_Q102,MASQ_Q103,MASQ_Q104,MASQ_Q105,MASQ_Q106,MASQ_Q107,MASQ_Q108,MASQ_Q109,MASQ_Q110,MASQ_Q111,MASQ_Q112,MASQ_Q113,MASQ_Q114,MASQ_Q115,MASQ_Q116,MASQ_Q117,MASQ_Q118,MASQ_Q119,MASQ_Q120,MASQ_Q121,MASQ_Q122,MASQ_Q123,MASQ_Q124,MASQ_Q125,MASQ_Q126,MASQ_Q127,MASQ_Q128,MASQ_Q129,MASQ_Q130,MASQ_Q131,MASQ_Q132,MASQ_Q133,MASQ_Q134,lossInterest,LowPosAffect,ID_BDI,BDI_Q2,BDI_Q37,BDI_Q38,BDI_Q39,BDI_Q40,BDI_Q41,BDI_Q42,BDI_Q43,BDI_Q44,BDI_Q45,BDI_Q46,BDI_Q47,BDI_Q48,BDI_Q49,BDI_Q50,BDI_Q51,BDI_Q52,BDI_Q57,BDI_Q58,BDI_Q59,BDI_Q60,CESD_Q36,CESD_Q63,CESD_Q64,CESD_Q65,CESD_Q66,CESD_Q67,CESD_Q68,CESD_Q70,CESD_Q86,CESD_Q71,CESD_Q72,CESD_Q73,CESD_Q74,CESD_Q75,CESD_Q76,CESD_Q77,CESD_Q78,CESD_Q79,CESD_Q80,CESD_Q81,checkallcoloumns,filter_$,VarSTAI,sdSTAI,sdEPQ,varEPQ,varMASQ,sdMASQ,ASItotal,EPQtotalP,N,BDItotal,PSWQtotal,AnxArousal,AnhedDep,CESDtotal,STAIanx,STAIdep,ASItotalNEW,PCAdep,PCAanx,PCAcombanxapp,PCAdep2,PCAanxarou,FAC1_1,FAC2_1,FAC3_1,PCAdepNEW,PCAanxNEW,FAC1_2,FAC2_2,FAC1_3,FAC1_4,FAC2_4,FAC3_4,FAC1_5,FAC2_5,FAC3_5,FAC1_6,FAC1_7,FAC2_7,FAC3_7,generalfac,anxvdep,VAR00001
1618,0,3,4,2,3,2,1,2,3,3,2,1,3,2,1,3,2,3,3,2,3,59,1618, ,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0, ,0,1,1,1,0,1,0,1,0,0,1,1,11,3,1618, ,3,3,3,3,2,3,0,3,2,3,3,2,0,3,2,2, ,1,4,2,3,3,3,3,2,4,1,2,3,3,3,3,3,1618,2,4,1,3,3,1,4,1,5,1,4,1,2,3,1,1,2,2,3,1,3,1,4,1,1,3,1,3,1,2,1,4,1,4,1,2,3,1,1,17,37,1618,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,4,2,2,3,1,1,3,2,1,2,1,4,1,2,2,1,1,1,0.733333333333334,0.856348838577676,0.443961089821352,0.197101449275362,1.5357624831309,1.2392588442819, ,5,11,25,63,19,54,26,20,39,37,0.418704879834475,1.201601748379,1.79207660533618,-0.97730382720448,0.756678441381437,-0.63149270570785,2.22348406727061,-0.340361946248377,0.419421663934193,1.18671379285413,0.570944959228011,0.994984505344345,1.03537559210337, , , ,1.97754684839694,-0.722871899576654,0.234541266136214,1.08536060511137,1.66554076502973,0.12710009137025,-0.854606505340279,1.01604252102704,0.601934644890415,1618
1693,0,3,3,2,3,3,2,2,3,3,2,2,3,2,2,3,2,3,3,2, ,55,1693, ,1,1,0,1,1,1,1,0,1, ,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,3,9,1693, ,3,1,1,1,3,2,1,2,0,0,0,2,1,0,0,0, ,2,5,1,4,4,5,5,1,5,1,2,4,5,5,5,5,1693,5,3,1,3,3,2,2,2,4,1,2,2,3,2,1,1,2,2,2,2,4,1,3,1,1,2,1,3,3,3,1,2,1,2,2,1,2,1,1,22,52,1693,2,2,3,2,1,1,4,2,2,2,3,3,3,4,3,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,0.365789473684211,0.6048053188293,0.505291152639911,0.25531914893617,0.997300944669366,0.998649560491249, ,2,12,44,81,26,74,37,17,38,17,2.12317303428089,0.0650421524960046,1.35631279833589,1.61310887885675,-0.337462557326016,1.97107998946886,0.787901523568583,-0.217254228139149,2.08875156294879,0.0509270943554286,2.05864943811167,0.0244844082446977,1.73140293553645, , , ,1.20710645425326,1.67291402029244,-0.394288705259667,1.7777673947692,1.22438168060763,1.40964852649563,0.509840760439936,1.76342708997811,-1.12789111066257,1693
1726,0,4,1,4,1,1,3,3,1,1,4,1,2,3,2,1,4,1,2,3,1,28,1726, ,0,0,0,1,0,1,1,1,0, ,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,9,4,1726, ,3,0,1,0,4,1,0,1,0,1,0,1,2,1,0,0, ,5,1,4,1,1,2,1,5,1,4,5,1,2,2,1,3,1726,4,5,2,5,5,1,4,1,2,1,5,2,1,4,2,1,1,1,5,1,1,1,5,1,1,5,1,5,1,1,2,5,1,5,1,5,5,1,1,9,16,1726,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,1,4,4,1,1,1,4,1,1,1,4,1,1,1,2,1,1,1.49047619047619,1.22085060121056,0.499768679145611,0.249768732654949,3.30094466936572,1.81685020553862,15,6,2,22,29,24,25,16,8,20,15,-1.63149427744312,-0.482730709863557,-2.24697256470136,-0.0590552805111437,0.133056820949943,-0.946792474772717,-1.8163682542133,0.664280749696031,-1.57349848252204,-0.475156377228275,-1.68982194445893,-0.269842095224071,-1.49509088331525,-2.08662279460477,0.0528118932536141,0.182204807487955,-1.98122554788766,-0.56162992395401,0.405189127126315,-1.58989193387224,-1.75067125111703,-1.04769192808156,0.524611295032305,-1.62037200201198,0.519073534159753,1726
1921,0,4,2,3,2,1,3,4,2,2,3,2,2,3,3,2,3,2,2,4,2,36,1921, ,0,0,0,0,0,1,0,1,0, ,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,4,4,1921, ,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0, ,3,2,4,2,1,3,1,4,2,2,4,1,2,1,1,3,1921,1,4,1,5,4,1,4,1,2,1,4,1,1,3,1,1,1,1,3,1,2,1,4,1,1,5,1,3,3,1,1,4,1,4,1,2,3,1,1,12,32,1921,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,2,1,1,4,1,1,1,3,1,2,1,4,1,2,1,1,1,1,0.761904761904762,0.87287156094397,0.499768679145612,0.249768732654949,1.91497975708502,1.38382793622799, ,2,2,21,38,17,44,19,14,22,7,-0.558708031732463,-1.21511176316479,-0.946791723815541,-0.151765514704102,-0.993453147900051,-0.309126617580557,-1.11966897029147,-0.720807856559644,-0.513540939368241,-1.23300286539431,-0.586717242030544,-1.17261284931898,-0.84173172446343, , , ,-1.03114845431946,-0.206598542600018,-0.831883536083817,-0.901056437568399,-0.933792836329523,-0.427617547139854,-0.339413518502924,-1.12774227417418,-0.740663068135412,1921
1922,0,3,3,3,2,1,3,2,2,2,3,1,2,2,2,2,3,2,2,4,1,40,1922, ,0,1,0,1,0,1,0,1,0, ,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,5,2,1922, ,3,0,2,1,3,2,0,0,0,1,0,1,4,1,0,2, ,3,2,4,3,5,2,1,3,1,2,5,2,3,3,2,3,1922,1,4,1,4,4,1,3,1,2,1,4,1,2,4,1,1,1,1,3,1,2,1,4,1,1,3,1,3,2,1,1,4,1,4,2,4,3,1,1,13,33,1922,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,4,1,1,1,3,1, ,1,3,1,1,1,4,1,1,1,1,1,1,0.661904761904762,0.813575295780767,0.505291152639911,0.25531914893617,1.59919028340081,1.26459095497351, ,3,4,23,46,17,46,14,13,27,20,-0.610783280019247,-0.449568203347561,-0.26695976651457,-0.731875917650387,-0.381664238531706,-0.779216394829014,-0.0968636136727327,-0.632373266456468,-0.578539489782943,-0.451354916720161,-0.57511803357499,-0.468151634944758,-0.722501921625663, , , ,-0.224422346402092,-0.7187624022654,-0.415239948920797,-0.698055388693897,-0.382889256580943,-0.373703430196548,-0.748886903948074,-0.744402429765568,-0.0629592125534178,1922
1947,0,3,2,3,2,1,2,3,1,2,3,1,2,2,2,1,3,2,2,4,2,38,1947, ,0,1,0,0,1,1,0,1,0, ,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,6,4,1947, ,3,0,1,2,3,1,2,1,0,1,0,1,0,1,0,1, ,2,3,4,2,3,3,1,2,2,2,4,1,3,2,1,3,1947,3,4,1,4,3,2,3,2,2,3,3,3,1,3,1,1,2,1, ,1,2,1,4,1,2,3,1,3,2,1,1,4,1,4,1,3,3,1,2,12,40,1947,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,2,1,2,4,1,1, ,2,2,1,1,3,1,2,1,2,1,1,0.69047619047619,0.830948969838817,0.504374939460682,0.254394079555967,1.18136557610242,1.08690642472221, ,1,3,23,46,27,52,20,12,26,17,-0.552088039370237,-0.208368076192402,-0.975992616194966,0.201347834654356,0.0559973638233062,-0.214415301441521,-0.915910731505499,0.412131656301501,-0.529091858353285,-0.20269083540426,-0.588896439784931,-0.106648635775892,-0.603258084038756, , , ,-0.898971773878883,-0.00756356062903549,0.169597367257422,-0.633677117946338,-0.803676557615221,-0.251840045219508,0.327130975136991,-0.588229858588186,0.137232038579668,1947
1959,0,4,1,4,1,1,3,4,1,2,4,2,1,4,2,1,4,2,3,4,2,29,1959, ,1,1,0,1,0,1,1,1,1, ,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,11,5,1959, ,4,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0, ,1,1,5,1,1,3,1,3,2,1,5,1,3,1,1,3,1959,1,5,1,4,4,1,4,1,1,1,5,1,3,3,1,1,1,1,4,1,2,1,4,1,2,5,1,3,1,1,2,5,1,5,2,5,4,1,1,12,24,1959,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,3,3,1,3,1,4,3,1,1,4,1,2,1,1,1,1,1.65714285714286,1.28730060869358,0.485687854441406,0.235892691951896,2.54385964912281,1.59494816502694,10,2,4,23,39,19,36,20,13,16,10,-1.01419854879069,-0.619976127886066,-1.43753122975949,-0.0913075560182054,-0.237444536132392,-0.626015180599027,-1.20544377112844,0.0522686797131685,-0.957038631908697,-0.632795947096227,-1.04026289938018,-0.509703851790939,-0.875941976247154,-1.27738430948872,0.119613655128059,-0.342118820508635,-1.23936466255013,-0.433627988010691,-0.0870939538623844,-1.0119758579791,-0.903683909894264,-0.995151962433827,0.317828859003841,-1.1750817614596,-0.00704779376829167,1959
1989,1,3,2,3,2,1,2,4,2,1,3,2,2,3,1,2,2,2,2,3,2,41,1989, ,0,1,0,1,0,1,1,0,0, ,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,10,5,1989, ,4,0,1,0,4,1,2,0,0,0,0,1,2,1,0,1, ,2,3,3,2,1,2,2,4,1,3,2,1,1,2,1,3,1989,2,4,2,4,4,1,5,2,1,1,4,2,1,3,1,1,1,2,4,1,2,1,5,2,1,5,1,4,4,1,2,4,1,5,2,5,4,1,1,13,24,1989,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,4,1,1,2,1,1,0,0.628571428571429,0.792824967172092,0.504374939460682,0.254394079555967,2.30904183535762,1.51955316963824,17,2,2,24,41,24,37,23,13,28,17, , , , , , , , , , , , , ,-0.99342159622452,0.353758511115017,-0.0521696697002695,-0.991976624223644,-0.0997179869142248,0.140582683934789,-0.653372722831267,-0.889473375136251,-0.368023427676673,0.310669733313509, , ,1989
1989,1,3,1,3,1,1,2,3,1,3,3,2,2,4,2,1,3,2,1,3,1,35,1989, ,0,1,1,1,0,1,1,0,0, ,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,11,10,1989, ,4,2,3,2,3,0,0,0,0,0,0,0,0,0,0,1, ,4,3,2,2,4,3,4,1,1,1,4,5,4,2,2,2,1989,1,4,1,5,4,1,5,1,1,1,4,1,1,3,1,1,1,1,4,1,1,1,4,1,1,3,1,4,3,1,1,5,1,5,1,4,4,1,2,10,26,1989,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,2,1,1,1,1,4,1,1,4,4,1,1,2,4,1,1,2,4,2,1,1,2,1,0,0.947619047619047,0.973457265430305,0.504374939460682,0.254394079555967,2.43049932523617,1.55900587722951, ,3,2,27,56,18,36,19,11,24,15, , , , , , , , , , , , , , , , ,-0.698012056927679,-0.478861141223768,-0.212738477876708,-0.829120367905976,-0.597553069648605,-0.650294098124191,-0.0846432450849075, , ,1989
1989,1,3,2,2,2,1,2,3,2,1,3,1,2,2,2,2,2,1,1,3,1,39,1989, ,1,1,1,1,1,1,1,1,1, ,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,10,4,1989, ,2,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0, ,3,2,4,1,2,3,1,3,2,2,5,1,5,2,1,1,1989,1,3,1,3,2,1,1,1,2,1,3,1,2,2,1,1,1,1,2,1,4,1,3,1,1,1,1,1,1,1,1,2,1,1,4,2,2,1,1,16,56,1989,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,3,1,1,1,3,2,1,1,3,1,1,1,1,1,0,0.528571428571428,0.72702917999997,0.427976327943843,0.183163737280296,0.77867746288799,0.882427029780927, ,4,10,25,40,17,72,16,9,30,7, , , , , , , , , , , , , , , , ,-0.279089765793621,0.579328151449982,-1.83952319347587,-0.210632264935777,-0.687107911091446,1.04942374520633,-1.29241147537854, , ,1989
1990,0,3,2,3,2,1,2,3,1,1,4,1,1,4,2,1,4,2,2,3,2,33,1990, ,0,1,0,1,0,1,0,1,0, ,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,4,3,1990, ,1,1,0,0,3,3,2,2,0,1,0,0,0,2,0,1, ,1,2,2,3,4,3,3,2,5,1,2,3,4,3,3,3,1990,3,4,1,4,4,1,4,1,3,2,4,2,2,3,1,1,2,1,3,1, ,2,5,1,2,4,1,4,2,1,1,4,1,4,2,4,4,1,2,13,29,1990,1,1,1,1,1,1,1,2,1,1, ,2,1,2,1,1,2,1,1,1,1,1,1,1,3,1,1,2,4,1,1,1,4,2,1,2,3,1,1,1,1,1,1,1.12857142857143,1.06234242529018,0.505291152639911,0.25531914893617,1.70981507823613,1.30759897454691, ,1,3,24,64,24,42,17,11,22,16,-0.891536743043193,0.0698270268682187,-0.778290851185389,-0.419507503042075,0.29794448134289,-0.832858886317367,-0.349555757260622,0.207626128511838,-0.857687984466524,0.0742389724880654,-0.877382660627935,0.133254771950721,-0.771902568545005, , , ,-0.497252602688616,-0.700380189432563,0.269692471806819,-0.786775358875923,-0.169555289101062,-1.10506697964201,0.309128249736868,-0.701200853482038,0.528966698569861,1990
2012,0,3,2,2,2,2,2,2,2,1,3,1,2,2,2,2,2,2,2,3,1,43,2012, ,0,1,1,0,0,1,1,1,0, ,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,8,4,2012, ,3,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0, ,2,1,2,1,1,3,1,3,1,1,3,1,3,1,1,3,2012,1,3, ,3,3,1,3,1,2,1,3,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,2,1,1,1, ,1,1,1,3,3,1,1,10,54,2012,1,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,1,1,1,0.347619047619048,0.589592272353571,0.50253750187977,0.25254394079556,0.701201201201202,0.837377573858532,8,3,0,27,42,16,64,18,11,32,8,0.435742452630897,-2.0595272087634,-0.43866941746972,0.471658026381772,-2.02291276848763,0.745991190247694,-1.27630818687067,-1.48747825193739,0.441947075025144,-2.05838389327124,0.336803251213897,-2.02616745687014,-0.760014479229472,-0.476207046821895,0.666061214078483,-1.76387571302125,-0.963421175693011,0.707301119519356,-1.65944185849955,-0.664142839039326,-1.44162371216428,1.12456323237167,-1.05711068452792,-0.780536039648345,-1.84077260842074,2012
2070,1,3,2,3,2,2,3,3,2,2,3,1,2,3,2,1,3,1,1,3,1,36,2070, ,0,1,1,1,0,1,1,1,0, ,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,12,5,2070, ,3,0,2,2,3,3,3,2,0,1,2,1,1,0,0,1, ,2,2,2,3,3,4,3,2,3,1,4,3,3,3,2,4,2070,2,4,1,5,4,1,3,1,1,1,4,2,1,3,1,1,1,1,1,1,2,1,4,1,1,5,1,4,1,1,1,4,1,4,1,4,4,1,1,9,31,2070,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,4,3,1,1,4,1,1,2,3,1,1,1,4,1,1,1,1,1,0,0.69047619047619,0.830948969838817,0.478975162498508,0.229417206290472,2.07287449392713,1.43974806613071, ,2,4,23,58,19,40,16,10,26,24, , , , , , , , , , , , , , , , ,-0.183946911391801,-0.988845015356915,0.118730753964615,-0.762680310299507,-0.252325206428507,-0.728143315972168,-0.432568240592427, , ,2070
2070,1,2,2,2,1,2,1,3,1,2,3,2,2,3,2,2,2,2,3,3,2,45,2070, ,0,1,0,1,1,1,0,1,1, ,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,4,7,2070, ,2,1,0,0,2,1,3,1,0,1,0,1,1,1,2,2, ,3,3,2,3,3,3,3,2,4,1,4,4,4,3,3,4,2070,1,3,2,2,3,1,2,1,3,1,2,1,3,2,1,1,3,2,2,1,1,1,3,1,1,1,1,2,4,1,1,2,1,2,2,1,2,1,1,18,55,2070,1,2,1,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,1,1,2,1,2,2,3,2,3,2,1,1,1,3,3,1,2,2,1,2,2,1,1,0,0.447619047619048,0.669043382464133,0.478975162498508,0.229417206290472,0.692307692307692,0.832050294337844, ,4,8,28,61,19,73,31,14,31,18, , , , , , , , , , , , , , , , ,0.39981013757944,0.744285817664775,-0.777204731260801,0.616780271161348,0.0785647988195552,1.10518854956318,-0.51513260812951, , ,2070
2091,0,3,1,3,2,1,3,4,1,1,4,1,1,3,3,1,4,2,2,3,1,29,2091, ,0,0,0,1,0,1,0,1,0, ,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,7,2091, ,2,0,1,2,3,3,2,3,1,2,0,0,1,1,0,0, ,2,2,2,2,3,2,2,3,2,2,4,2,3,2,1,3,2091,4,4,1,5,5,1,3,1,1,1,5,1,2,5,1,1,1,1,5,1,1,1,5,2,1,5,1,4,1,1,1,5,1,5,1,5,5,1,2,9,18,2091,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1.32857142857143,1.15263672879682,0.485687854441406,0.235892691951896,3.25641025641026,1.80455264717055,21,1,0,22,47,22,27,16,9,20,21,-1.71053423850794,0.0302520844368543,-1.73749064808665,-0.570516069812423,0.529503890018631,-1.35955472241427,-1.04065503775215,0.615320673910651,-1.64987467749109,0.0330682241210382,-1.70933944095827,0.178846925352547,-1.43131116072988,-1.64842582156771,-0.431132089593833,0.533988493123946,-1.37208245745325,-1.0133167911819,0.657880913314765,-1.47808116474133,-1.18698695816271,-1.27766781253501,0.34816534074336,-1.3898905611583,0.962991211603786,2091
2102,0,3,2,4,2,2,3,4,1,1,4,3,1,4,3,2,4,2,3,1,2,36,2102, ,1,0,1,0,1,1,1,1,0, ,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,9,1,2102, ,4,1,4,2,3,1,0,0,1,4,0,1,3,3,0,2, ,3,2,5,1,1,1,1,4,2,4,3,2,1,2,2,2,2102,1,5,1,5,5,3,3,3,1,1,5,1,1,5,1,1,1,1,5,1,3,1,5,1,1,5,1,3,1,1,1,5,1,5,2,5,5,2,1,12,18,2102,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,4,1,1,2,4,1,1,1,4,1,1,1,1,1,1,1.26190476190476,1.12334534400814,0.505291152639911,0.25531914893617,3.20242914979757,1.78953322120534, ,6,4,23,34,21,30,18,14,22,29,-1.48687005511945,0.571778672594375,-1.22949828827081,-0.63342035460611,0.94978999829946,-1.3398309460793,-0.444111629413533,0.835182708341863,-1.42067427189415,0.557261449805883,-1.43994552639359,0.658762067338436,-0.831264622788099, , , ,-0.811683751474223,-1.003389039831,0.928041507473339,-0.924344020017608,-0.761115539739881,-0.997827783669988,0.243969729970345,-0.903630424528247,1.19934380038284,2102
2125,0,3,3,3,2,2,2,3,2,3,3,1,2,4,2,1,3,2,1,3,2,40,2125, ,1,1,1,0,1,1,1,0,0, ,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,10,3,2125, ,3,1,2,1,3,2,0,1,0,1,1,0,1,2,1,0, ,3,3,2,2,3,3,3,2,3,2,5,3,4,2,3,3,2125,4,4,2,2,2,1,2,1,3,1,2,2,1,2,1,1,2,1,2,1,4,1,2,2,1,2,1,2,3,1,1,2,1,2,3,1,2,1,1,18,55,2125,2,2,2,1,1,1,2,2,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1,3,3,1,2,1,2,2,2,2,3,1,1,1,4,2,2,1,3,1,1,0.714285714285714,0.845154254728517,0.50253750187977,0.25254394079556,0.798920377867747,0.893823460123836,19,1,6,30,54,23,73,27,14,26,19,0.522595088130498,-0.394557177491347,-0.194457545142506,0.846354013370989,-0.366914107397432,0.756925961758856,-0.515307528275097,0.0274666348831887,0.519783421993997,-0.386240933860294,0.457148361507929,-0.332964663885378,0.205679065090184,-0.0224810707255497,0.892753589810429,-0.278981502034559,-0.302529288417386,0.779017227634923,-0.20185355757842,0.171183991419884,-0.477867229236814,0.823768604633143,0.108344207108925,0.200906882248061,-0.567779991855452,2125
2128,0,3, , ,2, ,3, ,3,2,3, , ,2,2, ,3,3, ,3,2,38,2128, ,0,0, ,1, , ,1,0,1, ,1, , , , ,1, ,1, , , ,0, , , ,1, ,1, , , ,1, , ,1, , , , ,0, , , , , , ,0, ,5,11,2128, ,3,1,2,2,3,2,1,2, , ,2,2, ,2, ,2, ,2, , ,3, ,3,2, , ,2, , , , ,2, ,2128,2,3,2,3,3,2,3, , , ,2,3,2,3, , ,2,2,3, ,3, ,3, , ,3, ,2,3, , ,3, ,3,3,3,3, , ,13,44,2128,1,1,1, ,1, , ,1, ,1, , , , ,1,1,2,1,1,1,1,1,1,2,3,1,1,1,4,1,1,1,3,2,1,1,3,1,1,1,2,1,1,0.435897435897436,0.660225291773525,0.5,0.25,0.231884057971015,0.481543412343077, ,3,1,14,42,11,57,18,10,28,24,-0.600599122850042,-1.08949523976197,-0.194823817036129,-0.993953511128336,-1.06332683975041,-0.872105077292116,-0.272068920397903,-1.29556472453973,-0.593956060439971,-1.05742745590671,-0.581678391293464,-1.11636913226848,-0.999241040780271, , , ,-0.415551082356924,-0.759889463574768,-0.943793302013231,-0.95330292331653,-1.13622072693109,0.403035074141652,-1.73443240874519,-1.07710137905979,-0.48629003520551,2128
